mode,load,0_efficientnet_b5-16,1_mobilenet_v3_small-8,2_resnet34-2
mps-uncap,0.8,16.518115997314453,4.084587097167969,3.3533573150634766
mps-uncap,0.9,17.084121704101562,4.588603973388672,3.4215450286865234
mps-uncap,1.0,17.655372619628906,4.069089889526367,3.404855728149414
mps-uncap,0.5,15.929698944091797,4.030704498291016,3.3864974975585938
mps-uncap,0.6,16.033411026000977,4.054069519042969,3.378629684448242
mps-uncap,0.7,15.963315963745117,4.062414169311523,3.377199172973633
mps-uncap,0.1,16.863107681274414,4.327297210693359,4.108190536499023
mps-uncap,0.2,15.936613082885742,4.076719284057617,3.4399032592773438
mps-uncap,0.3,15.761852264404297,4.183292388916016,3.417491912841797
mps-uncap,0.4,16.00480079650879,4.050016403198242,3.421306610107422
