mode,load,0_efficientnet_b5-16,1_mobilenet_v3_small-8,2_resnet34-2
mps-uncap,0.8,324.5879578590391,101.49119853973384,56.45037651062009
mps-uncap,0.9,538.5283088684082,4515.272521972656,268.3519172668456
mps-uncap,1.0,7749.426522254944,4403.539838790894,3513.1080627441406
mps-uncap,0.5,84.69075441360468,26.130449771881185,16.605079174041762
mps-uncap,0.6,123.84733200073201,31.68778896331783,25.173745155334476
mps-uncap,0.7,164.9248409271237,82.65094757080055,35.33018589019772
mps-uncap,0.1,48.262460231781006,20.61178445816042,15.873081684112552
mps-uncap,0.2,41.85223579406738,23.065299987792947,17.922780513763414
mps-uncap,0.3,57.46161937713622,21.29408359527585,18.694190979003906
mps-uncap,0.4,74.50461864471434,19.135217666625984,17.733640670776346
