mode,load,0_efficientnet_b5-16,1_mobilenet_v3_small-8,2_resnet34-2
mps-uncap,0.8,74.82600212097168,19.186735153198242,12.153148651123047
mps-uncap,0.9,132.86685943603516,2636.8021965026855,78.32026481628418
mps-uncap,1.0,3829.6704292297363,2233.8311672210693,1921.739101409912
mps-uncap,0.5,22.56953716278076,6.691336631774902,5.242586135864258
mps-uncap,0.6,31.138181686401367,7.1125030517578125,6.757020950317383
mps-uncap,0.7,32.74500370025635,10.616779327392578,8.14509391784668
mps-uncap,0.1,26.409029960632324,9.245038032531738,7.687926292419434
mps-uncap,0.2,19.23513412475586,8.197307586669922,7.424592971801758
mps-uncap,0.3,20.18129825592041,7.266998291015625,6.404519081115723
mps-uncap,0.4,21.331310272216797,5.94019889831543,5.672216415405273
