mode,load,0_efficientnet_b5-16,1_mobilenet_v3_small-8,2_resnet34-2
mps-uncap,0.8,371.12879753112793,152.79912948608398,81.91680908203125
mps-uncap,0.9,550.9183406829834,4597.919940948486,304.5785427093506
mps-uncap,1.0,7806.342601776123,4497.976064682007,3573.794364929199
mps-uncap,0.5,113.5551929473877,34.31415557861328,23.144245147705078
mps-uncap,0.6,163.5286808013916,47.925710678100586,33.4780216217041
mps-uncap,0.7,224.41411018371582,110.66293716430664,48.85268211364746
mps-uncap,0.1,40.726423263549805,22.114276885986328,18.060922622680664
mps-uncap,0.2,44.12341117858887,28.83315086364746,19.72651481628418
mps-uncap,0.3,48.56443405151367,31.55803680419922,26.236772537231445
mps-uncap,0.4,86.77434921264648,24.41859245300293,27.452707290649414
