mode,load,0_efficientnet_b5-16,1_mobilenet_v3_small-8,2_resnet34-2
mps-uncap,0.8,16.25370979309082,4.0302276611328125,3.3211708068847656
mps-uncap,0.9,17.068862915039062,3.9920806884765625,3.3702850341796875
mps-uncap,1.0,17.21811294555664,3.963470458984375,3.391742706298828
mps-uncap,0.5,15.709161758422852,4.006862640380859,3.3559799194335938
mps-uncap,0.6,15.755653381347656,4.010915756225586,3.331899642944336
mps-uncap,0.7,15.891790390014648,4.039764404296875,3.3512115478515625
mps-uncap,0.1,16.84117317199707,4.111528396606445,4.091978073120117
mps-uncap,0.2,15.814065933227539,4.038810729980469,3.3419132232666016
mps-uncap,0.3,15.749216079711914,4.143238067626953,3.4036636352539062
mps-uncap,0.4,15.734195709228516,4.008054733276367,3.3996105194091797
