mode,load,0_efficientnet_b5-16,1_mobilenet_v3_small-8,2_resnet34-2
mps-uncap,0.8,171.50893211364746,58.77566337585455,33.33323001861573
mps-uncap,0.9,396.641206741333,4075.1190185546875,166.1008358001709
mps-uncap,1.0,7292.487192153932,4179.405236244202,3109.3451976776123
mps-uncap,0.5,49.812197685241706,14.112234115600586,10.208296775817873
mps-uncap,0.6,70.66864967346193,17.044067382812504,14.987039566040043
mps-uncap,0.7,80.91127872467041,28.873872756958015,20.08953094482422
mps-uncap,0.1,29.65202331542968,13.370704650878913,10.519433021545412
mps-uncap,0.2,29.89959716796875,14.52927589416504,11.44149303436279
mps-uncap,0.3,36.44227981567383,12.586784362792969,10.911846160888674
mps-uncap,0.4,43.45808029174805,11.23499870300293,10.820865631103521
