mode,load,0_efficientnet_b5-16,1_mobilenet_v3_small-8,2_resnet34-2
mps-uncap,0.8,151.34327411651608,54.032278060913114,28.312253952026367
mps-uncap,0.9,377.08468437194836,4070.537805557251,160.78004837036133
mps-uncap,1.0,7271.255350112916,4174.696135520935,3103.84464263916
mps-uncap,0.5,30.896425247192386,9.482026100158691,5.711579322814943
mps-uncap,0.6,51.255941390991225,12.481975555419929,10.056042671203613
mps-uncap,0.7,61.26878261566162,23.7396240234375,15.332174301147461
mps-uncap,0.1,5.992388725280761,4.855966567993168,2.8979301452636737
mps-uncap,0.2,11.354684829711914,7.1079730987548855,4.9515485763549805
mps-uncap,0.3,17.20738410949707,6.672573089599611,5.429434776306152
mps-uncap,0.4,23.80843162536621,6.398582458496097,5.629444122314459
