mode,load,0_densenet169-32,1_mobilenet_v2-32,2_mobilenet_v2-4,3_squeezenet1_1-16
mps-uncap,1.0,0.0035762786865234375,0.0030994415283203125,0.000476837158203125,0.0007152557373046875
