mode,load,0_efficientnet_b7-16,1_resnet152-2,2_vgg13-16
mps-uncap,0.8,106.74917697906494,58.55751037597656,28.647899627685547
mps-uncap,0.9,278.1156301498413,130.7985782623291,98.11878204345703
mps-uncap,1.0,651.1932611465454,913.0791425704956,3002.9512643814087
mps-uncap,0.5,49.64566230773926,21.421432495117188,11.217117309570312
mps-uncap,0.6,58.71438980102539,22.858381271362305,12.62962818145752
mps-uncap,0.7,79.62322235107422,27.684688568115234,16.43836498260498
mps-uncap,0.1,38.947105407714844,28.380870819091797,10.033369064331055
mps-uncap,0.2,35.56537628173828,23.490190505981445,9.89234447479248
mps-uncap,0.3,37.59574890136719,23.096323013305664,9.836912155151367
mps-uncap,0.4,42.333364486694336,21.28767967224121,10.33318042755127
