mode,load,0_efficientnet_b7-16,1_resnet152-2,2_vgg13-16
mps-uncap,0.8,130.96397677707822,24.577429977936628,1170.9941452412747
mps-uncap,0.9,143.8444811968575,27.862235199182138,1318.666747272281
mps-uncap,1.0,155.01259451425457,29.03081847059272,1341.9774341712896
mps-uncap,0.5,81.0499435057654,15.320257947128972,724.572599672851
mps-uncap,0.6,92.98758530350139,19.422507342394155,861.8613536111451
mps-uncap,0.7,104.13779994667904,21.020159679336768,1007.2785916860505
mps-uncap,0.1,16.386667052264464,3.2520397763783806,163.69647864582345
mps-uncap,0.2,30.241991638763306,6.020756793672263,283.24285512843886
mps-uncap,0.3,44.93865560203606,9.531365924575942,443.6534836119186
mps-uncap,0.4,68.88713579058125,13.214171554481496,579.7120047221688
