mode,load,0_alexnet-32,1_densenet201-16,2_resnet18-16
mps-uncap,0.8,3.91387939453125,37.172913551330566,5.523681640625
mps-uncap,0.9,4.073619842529297,39.769649505615234,5.943059921264648
mps-uncap,1.0,3.7500858306884766,44.678568840026855,6.155133247375488
mps-uncap,0.5,3.1239986419677734,25.241613388061523,4.106760025024414
mps-uncap,0.6,3.2835006713867188,29.056906700134277,4.214048385620117
mps-uncap,0.7,3.460407257080078,33.22005271911621,4.830121994018555
mps-uncap,0.1,4.781007766723633,24.506807327270508,4.475116729736328
mps-uncap,0.2,2.8862953186035156,22.9111909866333,4.436135292053223
mps-uncap,0.3,2.888917922973633,23.34463596343994,4.351615905761719
mps-uncap,0.4,2.972841262817383,23.967862129211426,4.230260848999023
