mode,load,0_alexnet-32,1_densenet201-16,2_resnet18-16
mps-uncap,0.8,21.091818809509277,65.93513488769531,12.118101119995117
mps-uncap,0.9,2380.800247192383,195.19948959350586,38.553476333618164
mps-uncap,1.0,3683.648467063904,1258.5973739624023,2733.243703842163
mps-uncap,0.5,4.306793212890625,27.918338775634766,4.676580429077148
mps-uncap,0.6,4.983305931091309,34.802913665771484,5.45811653137207
mps-uncap,0.7,7.044315338134766,41.04351997375488,7.215261459350586
mps-uncap,0.1,4.833221435546875,26.37195587158203,4.536628723144531
mps-uncap,0.2,3.434896469116211,23.391246795654297,4.510283470153809
mps-uncap,0.3,3.3931732177734375,24.29962158203125,4.468202590942383
mps-uncap,0.4,3.8297176361083984,25.77841281890869,4.556536674499512
