mode,load,0_alexnet-32,1_densenet201-16,2_resnet18-16
mps-uncap,0.8,7269.699534883576,323.44113317047834,2244.7644323485283
mps-uncap,0.9,7637.433753385327,370.24936512493105,2404.6448284774397
mps-uncap,1.0,8222.248456548567,358.52811971709366,2529.10005468447
mps-uncap,0.5,4570.257512205636,193.38974931494639,1359.9541923098432
mps-uncap,0.6,5381.81928205868,226.79842292097732,1633.6537890406291
mps-uncap,0.7,6345.300019867569,265.81002150848235,1947.597303822842
mps-uncap,0.1,902.8413893761838,41.46300943594415,300.2177347368307
mps-uncap,0.2,1838.6397562921923,82.71856847553595,560.9719412310824
mps-uncap,0.3,2674.4683863229175,112.28016669845373,838.0798859164402
mps-uncap,0.4,3604.135408581343,152.20765499662207,1096.613718383225
