mode,load,0_alexnet-32,1_densenet201-16,2_resnet18-16
mps-uncap,0.8,2.330780029296875,20.458221435546875,2.4690628051757812
mps-uncap,0.9,2.985715866088867,27.001380920410156,3.8480758666992188
mps-uncap,1.0,3.490924835205078,21.271228790283203,4.36091423034668
mps-uncap,0.5,2.307415008544922,20.729780197143555,2.4466514587402344
mps-uncap,0.6,2.3069381713867188,20.478248596191406,2.431631088256836
mps-uncap,0.7,2.3126602172851562,20.639419555664062,2.419710159301758
mps-uncap,0.1,2.315998077392578,20.679712295532227,2.609729766845703
mps-uncap,0.2,2.338886260986328,20.34926414489746,2.5894641876220703
mps-uncap,0.3,2.315998077392578,20.063161849975586,2.591848373413086
mps-uncap,0.4,2.313375473022461,20.254135131835938,2.4743080139160156
