mode,load,0_densenet201-2,1_efficientnet_b6-2,2_resnet101-2
mps-uncap,0.8,128.82805799696152,140.63088693053282,279.16232765645043
mps-uncap,0.9,141.55302852276566,157.38982217203224,327.6147468454258
mps-uncap,1.0,155.2977476207362,177.86248263558863,360.7252286471419
mps-uncap,0.5,79.10024030191131,87.86505228586218,177.04866538197277
mps-uncap,0.6,94.3289554042802,106.21292775781085,210.14018151311498
mps-uncap,0.7,111.48880993883954,126.5416799650301,257.56234949189655
mps-uncap,0.1,16.566602737852733,17.293129358534365,34.580095488579694
mps-uncap,0.2,30.77822895905776,36.19765205216801,70.76197810459618
mps-uncap,0.3,48.360315483223346,53.301703043914664,109.81611804006961
mps-uncap,0.4,64.5714343872282,72.56535074836658,143.21206809457206
