mode,load,0_densenet201-2,1_efficientnet_b6-2,2_resnet101-2
mps-uncap,0.8,12.54415512084961,11.48991584777832,5.786371231079102
mps-uncap,0.9,12.394332885742188,11.506104469299316,5.70988655090332
mps-uncap,1.0,12.475395202636719,11.549663543701172,5.602622032165527
mps-uncap,0.5,14.49131965637207,12.82787322998047,8.104085922241211
mps-uncap,0.6,14.174342155456545,12.363553047180176,6.311488151550296
mps-uncap,0.7,13.34691047668457,11.627006530761719,5.705165863037109
mps-uncap,0.1,27.928829193115238,26.68294906616211,13.364219665527344
mps-uncap,0.2,21.590662002563477,18.318510055541992,12.620329856872559
mps-uncap,0.3,20.351123809814453,17.809605598449707,9.810924530029297
mps-uncap,0.4,15.247821807861328,16.010475158691406,8.673667907714844
