mode,load,0_densenet201-2,1_efficientnet_b6-2,2_resnet101-2
mps-uncap,0.8,14.737367630004883,11.216163635253906,5.897760391235352
mps-uncap,0.9,31.560540199279785,29.538273811340332,12.972831726074219
mps-uncap,1.0,203.63664627075195,467.93603897094727,58.66706371307373
mps-uncap,0.5,1.4636516571044922,0.057697296142578125,0.4565715789794922
mps-uncap,0.6,5.594491958618164,4.48298454284668,2.0461082458496094
mps-uncap,0.7,10.118246078491211,8.465766906738281,4.136800765991211
mps-uncap,0.1,0.062465667724609375,0.06008148193359375,0.05936622619628906
mps-uncap,0.2,0.056743621826171875,0.05507469177246094,0.051021575927734375
mps-uncap,0.3,0.051021575927734375,0.04696846008300781,0.0438690185546875
mps-uncap,0.4,0.052928924560546875,0.04458427429199219,0.04601478576660156
