mode,load,0_densenet161-32,1_mobilenet_v3_large-32,2_resnet101-16
mps-uncap,0.8,58.09082746505737,20.405430793762207,34.656715393066406
mps-uncap,0.9,61.29960060119629,20.068328380584717,35.30686140060425
mps-uncap,1.0,58.79152059555054,21.46084070205689,35.86803197860718
mps-uncap,0.5,55.05066394805908,17.74177074432372,32.29752540588379
mps-uncap,0.6,57.73595333099365,18.323302268981934,33.337473869323745
mps-uncap,0.7,57.12258100509644,19.4882869720459,33.68051528930664
mps-uncap,0.1,41.25843048095702,14.225606918334945,23.653430938720703
mps-uncap,0.2,45.281839370727546,15.461893081665037,26.970844268798825
mps-uncap,0.3,48.26260805130004,15.948522090911782,28.46720218658447
mps-uncap,0.4,51.94298744201661,17.104456424713135,31.123228073120117
