mode,load,0_densenet161-32,1_mobilenet_v3_large-32,2_resnet101-16
mps-uncap,0.8,58.62164497375488,21.973133087158203,35.96377372741699
mps-uncap,0.9,62.029123306274414,21.442413330078125,36.557912826538086
mps-uncap,1.0,60.62483787536621,22.233009338378906,37.166595458984375
mps-uncap,0.5,58.41207504272461,20.148754119873047,35.308122634887695
mps-uncap,0.6,58.798789978027344,19.79351043701172,34.9578857421875
mps-uncap,0.7,57.52825736999512,21.24190330505371,35.34841537475586
mps-uncap,0.1,44.147491455078125,19.605636596679688,33.64253044128418
mps-uncap,0.2,49.660444259643555,20.71237564086914,30.211448669433594
mps-uncap,0.3,53.431034088134766,21.18086814880371,32.3786735534668
mps-uncap,0.4,55.84239959716797,20.050764083862305,32.89222717285156
