mode,load,0_densenet161-32,1_mobilenet_v3_large-32,2_resnet101-16
mps-uncap,0.8,255.69652318954456,75.98602533340433,133.43586921691895
mps-uncap,0.9,420.87246894836375,136.90164327621503,340.80793857574463
mps-uncap,1.0,833.9888381958006,900.0148177146915,776.9845247268678
mps-uncap,0.5,73.71910572052,17.717700004577623,39.85419273376466
mps-uncap,0.6,109.57588434219365,23.650527000427246,50.43950080871597
mps-uncap,0.7,290.39091110229504,41.58248901367189,60.18121242523179
mps-uncap,0.1,27.33941078186035,5.5900716781616175,11.780171394348141
mps-uncap,0.2,31.03622198104859,8.06262969970702,10.864648818969725
mps-uncap,0.3,64.75260257720944,10.1546311378479,19.621605873107832
mps-uncap,0.4,55.526494979858406,16.34633541107177,26.908550262451147
