mode,load,0_densenet161-32,1_mobilenet_v3_large-32,2_resnet101-16
mps-uncap,0.8,395.08628845214844,123.39591979980469,228.6994457244873
mps-uncap,0.9,529.4239521026611,246.7031478881836,476.15909576416016
mps-uncap,1.0,1056.0460090637207,993.5076236724854,913.3214950561523
mps-uncap,0.5,144.27447319030762,46.39482498168945,99.70927238464355
mps-uncap,0.6,216.11475944519043,48.31409454345703,155.70473670959473
mps-uncap,0.7,414.107084274292,73.38285446166992,124.99332427978516
mps-uncap,0.1,62.76345252990723,19.632577896118164,40.34280776977539
mps-uncap,0.2,64.25952911376953,26.94559097290039,41.49603843688965
mps-uncap,0.3,140.17057418823242,35.810232162475586,49.46184158325195
mps-uncap,0.4,121.81234359741211,56.03194236755371,69.08774375915527
