mode,load,0_densenet169-2,1_resnet50-8,2_squeezenet1_0-8
mps-uncap,0.8,9.80997085571289,3.833293914794922,1.7673969268798828
mps-uncap,0.9,9.77778434753418,3.8263797760009766,1.7523765563964844
mps-uncap,1.0,9.962797164916992,3.8299560546875,1.7616748809814453
mps-uncap,0.5,9.666919708251953,3.837108612060547,1.760721206665039
mps-uncap,0.6,9.807109832763672,3.8132667541503906,1.7628669738769531
mps-uncap,0.7,9.893417358398438,3.8132667541503906,1.7566680908203125
mps-uncap,0.1,10.089874267578125,3.8394927978515625,1.7747879028320312
mps-uncap,0.2,9.795427322387695,3.8378238677978516,1.7752647399902344
mps-uncap,0.3,9.781599044799805,3.8352012634277344,1.7724037170410156
mps-uncap,0.4,9.903430938720703,3.8299560546875,1.7714500427246094
