mode,load,0_densenet169-2,1_resnet50-8,2_squeezenet1_0-8
mps-uncap,0.8,89.36262130737305,52.73866653442383,29.2813777923584
mps-uncap,0.9,202.19826698303223,80.70683479309082,37.255048751831055
mps-uncap,1.0,423.05660247802734,327.3601531982422,151.82161331176758
mps-uncap,0.5,44.356346130371094,24.873971939086914,14.57667350769043
mps-uncap,0.6,59.00239944458008,25.506258010864258,17.653942108154297
mps-uncap,0.7,60.56666374206543,34.14011001586914,18.004179000854492
mps-uncap,0.1,39.22390937805176,7.5092315673828125,4.736185073852539
mps-uncap,0.2,35.79401969909668,16.878604888916016,6.560802459716797
mps-uncap,0.3,40.645599365234375,19.11020278930664,10.272979736328125
mps-uncap,0.4,44.443368911743164,21.90399169921875,10.643720626831055
