mode,load,0_densenet169-2,1_resnet50-8,2_squeezenet1_0-8
mps-uncap,0.8,97.71849914269883,934.6776900604856,2038.1784576175437
mps-uncap,0.9,112.75156864202486,1018.4254943410069,2254.4111367059395
mps-uncap,1.0,125.43046196799334,1153.4409593506662,2565.533921017377
mps-uncap,0.5,61.12515587249109,587.8659007211718,1288.9255516616754
mps-uncap,0.6,71.21657269583814,680.130541562007,1535.7247210000144
mps-uncap,0.7,86.51594897540234,803.3401061469324,1773.6748663314936
mps-uncap,0.1,12.952352543413458,118.86405504795086,260.68502390476675
mps-uncap,0.2,24.555401852334533,233.3161750239152,507.7173820890112
mps-uncap,0.3,38.65660958244844,334.3657248834859,761.8692671446092
mps-uncap,0.4,47.64908873723186,447.5051394301401,1040.0706107819906
