mode,load,0_densenet169-2,1_resnet50-8,2_squeezenet1_0-8
mps-uncap,0.8,73.12545776367186,35.856037139892564,17.11082458496095
mps-uncap,0.9,168.05434226989746,60.11126041412356,25.60414314270027
mps-uncap,1.0,368.4655284881592,299.19758319854753,126.20835304260252
mps-uncap,0.5,38.635091781616204,20.72605609893799,9.016323089599641
mps-uncap,0.6,46.94636821746826,21.572020053863543,10.336208343505819
mps-uncap,0.7,56.34298324584961,25.794684886932373,12.954473495483398
mps-uncap,0.1,44.73869800567629,12.505917549133299,4.874339103698727
mps-uncap,0.2,40.930500030517585,14.809720516204818,5.386242866516113
mps-uncap,0.3,42.00188398361203,17.33679294586182,6.435437202453586
mps-uncap,0.4,42.32475757598884,18.51347446441651,7.982726097106933
