mode,load,0_inception_v3-2,1_inception_v3-2,2_vgg16-2
mps-uncap,0.8,3.622770309448242,3.734588623046875,1.7334222793579102
mps-uncap,0.9,7.38978385925293,7.476925849914551,3.488779067993164
mps-uncap,1.0,53.893089294433594,18.564701080322266,163.466215133667
mps-uncap,0.5,0.04100799560546875,0.04172325134277344,0.042438507080078125
mps-uncap,0.6,0.053882598876953125,0.04220008850097656,0.32782554626464844
mps-uncap,0.7,1.4178752899169922,1.3477802276611328,0.8974075317382812
mps-uncap,0.1,0.05626678466796875,0.056743621826171875,0.04506111145019531
mps-uncap,0.2,0.05245208740234375,0.05221366882324219,0.04315376281738281
mps-uncap,0.3,0.050067901611328125,0.051975250244140625,0.04649162292480469
mps-uncap,0.4,0.047206878662109375,0.04744529724121094,0.044226646423339844
