mode,load,0_inception_v3-2,1_inception_v3-2,2_vgg16-2
mps-uncap,0.8,9.943246841430664,10.09225845336914,3.954768180847168
mps-uncap,0.9,14.380216598510742,14.335989952087402,5.787372589111328
mps-uncap,1.0,61.55657768249512,25.652170181274414,165.92276096343994
mps-uncap,0.5,8.846521377563477,8.776426315307617,2.420783042907715
mps-uncap,0.6,8.159160614013672,8.130669593811035,2.615690231323242
mps-uncap,0.7,8.298397064208984,8.34035873413086,3.0716657638549805
mps-uncap,0.1,12.061119079589844,11.967897415161133,2.189517021179199
mps-uncap,0.2,12.00723648071289,11.715173721313477,2.2211074829101562
mps-uncap,0.3,11.608362197875977,11.415481567382812,2.2864341735839844
mps-uncap,0.4,9.389162063598633,9.432315826416016,2.325773239135742
