mode,load,0_inception_v3-2,1_inception_v3-2,2_vgg16-2
mps-uncap,0.8,10.426998138427734,10.710954666137695,3.6919116973876953
mps-uncap,0.9,10.898590087890625,9.948968887329102,3.6139488220214844
mps-uncap,1.0,9.447336196899414,8.545637130737305,3.8237571716308594
mps-uncap,0.5,13.8092041015625,14.263629913330078,2.8214454650878906
mps-uncap,0.6,13.316869735717773,12.904882431030273,3.4782886505126953
mps-uncap,0.7,10.365486145019531,11.2457275390625,3.729581832885742
mps-uncap,0.1,13.649940490722656,14.101743698120117,2.6657581329345703
mps-uncap,0.2,13.6260986328125,13.606786727905273,2.7000904083251953
mps-uncap,0.3,13.933181762695312,13.925552368164062,3.1948089599609375
mps-uncap,0.4,15.125513076782227,18.662452697753906,3.3783912658691406
