mode,load,0_inception_v3-2,1_inception_v3-2,2_vgg16-2
mps-uncap,0.8,23.39720726013184,24.83177185058594,10.033726692199707
mps-uncap,0.9,45.47071456909181,37.66913414001465,15.698623657226566
mps-uncap,1.0,184.20262336730957,71.33269309997563,290.5118227005005
mps-uncap,0.5,16.099882125854492,16.350197792053226,4.910612106323243
mps-uncap,0.6,15.926361083984375,15.902137756347654,5.857515335083007
mps-uncap,0.7,17.41323471069336,18.531918525695808,6.853342056274413
mps-uncap,0.1,14.89567756652832,13.787031173706055,2.4275779724121094
mps-uncap,0.2,18.983912467956543,18.94521713256836,3.0694007873535156
mps-uncap,0.3,19.473886489868168,19.35148239135743,3.775072097778321
mps-uncap,0.4,17.608284950256344,18.140077590942383,4.143953323364258
