mode,load,0_inception_v3-2,1_inception_v3-2,2_vgg16-2
mps-uncap,0.8,40.37906646728513,43.89664173126225,20.798194408416744
mps-uncap,0.9,81.35530948638915,70.93567609786993,26.58130168914795
mps-uncap,1.0,265.353240966797,119.01018619537356,320.6287670135498
mps-uncap,0.5,25.61499595642083,26.06130361557007,8.583908081054705
mps-uncap,0.6,26.728630065917972,25.937273502349846,10.551605224609379
mps-uncap,0.7,29.468774795532212,34.33462858200074,12.252776622772208
mps-uncap,0.1,23.215997219085676,23.920416831970215,3.916091918945312
mps-uncap,0.2,27.695200443267897,29.550671577453645,4.43887710571289
mps-uncap,0.3,31.680126190185543,31.919522285461426,5.903139114379874
mps-uncap,0.4,27.7543830871582,29.17005538940433,6.545071601867681
