mode,load,0_inception_v3-2,1_inception_v3-2,2_vgg16-2
mps-uncap,0.8,49.49307441711426,55.48524856567383,33.80250930786133
mps-uncap,0.9,105.9870719909668,99.52259063720703,38.41376304626465
mps-uncap,1.0,287.59217262268066,164.27850723266602,343.19376945495605
mps-uncap,0.5,36.12112998962402,34.61170196533203,12.952804565429688
mps-uncap,0.6,30.005455017089844,34.618377685546875,18.938541412353516
mps-uncap,0.7,47.115325927734375,51.644086837768555,16.759395599365234
mps-uncap,0.1,18.29075813293457,21.129846572875977,3.6230087280273438
mps-uncap,0.2,30.098915100097656,29.255390167236328,4.313230514526367
mps-uncap,0.3,35.69364547729492,35.26735305786133,7.16853141784668
mps-uncap,0.4,32.86027908325195,39.537906646728516,10.208606719970703
