mode,load,0_inception_v3-2,1_inception_v3-2,2_vgg16-2
mps-uncap,0.8,8.706998825073237,8.66695880889893,2.5954365730285645
mps-uncap,0.9,8.67605209350586,8.64638090133667,2.6381993293762207
mps-uncap,1.0,8.624086380004885,8.011026382446289,2.749161720275879
mps-uncap,0.5,11.881251335144023,11.50650024414062,2.5775694847106934
mps-uncap,0.6,9.743142127990728,9.814357757568356,2.6253890991210938
mps-uncap,0.7,9.05318737030029,9.21947956085205,2.563402652740478
mps-uncap,0.1,13.294780254364007,13.672232627868652,2.4489855766296387
mps-uncap,0.2,12.808706760406496,13.233447074890137,2.48570442199707
mps-uncap,0.3,13.07538032531738,13.429660797119139,2.5539875030517574
mps-uncap,0.4,12.487916946411127,13.117761611938487,2.5605034828186035
