mode,load,0_inception_v3-8,1_mobilenet_v3_large-16,2_mobilenet_v3_small-32
mps-uncap,0.8,76.2402772903443,97.41306304931642,61.681270599365234
mps-uncap,0.9,2413.037419319153,3889.155864715576,4069.5897817611694
mps-uncap,1.0,7179.66570854187,1961.1523151397705,9486.52470111847
mps-uncap,0.5,13.994336128234863,9.837865829467773,7.832002639770509
mps-uncap,0.6,19.624853134155277,14.796137809753418,9.60705280303955
mps-uncap,0.7,20.3669548034668,33.011531829833984,33.47799777984619
mps-uncap,0.1,8.112549781799316,6.217145919799804,6.220054626464845
mps-uncap,0.2,9.552955627441406,8.25743675231934,6.767988204956055
mps-uncap,0.3,8.946037292480469,7.593059539794924,6.253385543823244
mps-uncap,0.4,9.764242172241227,7.638072967529298,6.457710266113285
