mode,load,0_inception_v3-8,1_mobilenet_v3_large-16,2_mobilenet_v3_small-32
mps-uncap,0.8,11.862039566040039,6.26521110534668,6.094455718994141
mps-uncap,0.9,12.009620666503906,6.351709365844727,6.1130523681640625
mps-uncap,1.0,12.170553207397461,5.4035186767578125,6.392955780029297
mps-uncap,0.5,11.180520057678223,6.396770477294922,6.161189079284668
mps-uncap,0.6,11.339569091796875,6.1980485916137695,6.023168563842773
mps-uncap,0.7,9.950494766235352,6.58726692199707,6.591320037841797
mps-uncap,0.1,20.110726356506348,11.671781539916992,10.095810890197754
mps-uncap,0.2,17.730236053466797,10.755252838134766,9.400606155395508
mps-uncap,0.3,14.624643325805664,8.880472183227539,8.111333847045898
mps-uncap,0.4,11.710786819458013,7.208251953125,7.161521911621097
