mode,load,0_inception_v3-8,1_mobilenet_v3_large-16,2_mobilenet_v3_small-32
mps-uncap,0.8,283.3871841430664,298.78830909729004,258.4710121154785
mps-uncap,0.9,2641.180992126465,4443.511009216309,4745.387315750122
mps-uncap,1.0,8352.322101593018,2274.805784225464,10746.97470664978
mps-uncap,0.5,55.66263198852539,43.413400650024414,25.921344757080078
mps-uncap,0.6,86.52806282043457,49.738407135009766,36.92173957824707
mps-uncap,0.7,67.26956367492676,98.79541397094727,140.79856872558594
mps-uncap,0.1,35.07518768310547,24.683475494384766,28.02419662475586
mps-uncap,0.2,28.998374938964844,27.414798736572266,20.3707218170166
mps-uncap,0.3,37.00399398803711,26.74102783203125,24.56045150756836
mps-uncap,0.4,34.705162048339844,29.129505157470703,29.932022094726562
