mode,load,0_efficientnet_b5-32,1_efficientnet_b5-2,2_vgg19-2
mps-uncap,1.0,768.0673258127946,53.08355656413682,271.4697353100589
mig,1.0,518.5342366749617,131.99785463677443,259.19923770572166
