mode,load,0_efficientnet_b5-4,1_vgg13-32,2_vgg16-16
mps-uncap,0.8,302.87642478942814,112.31077194213864,150.8931016921997
mps-uncap,0.9,501.24100685119635,314.7793531417845,294.9331092834473
mps-uncap,1.0,3068.8540053367615,1577.5414657592776,1473.9230632781985
mps-uncap,0.5,98.02672863006545,66.1132764816285,56.461358070373514
mps-uncap,0.6,172.96830177307135,80.08433580398558,71.13550186157224
mps-uncap,0.7,165.1115560531614,95.69884300231932,74.95111465454112
mps-uncap,0.1,30.1882004737854,23.66869926452637,22.06434726715088
mps-uncap,0.2,43.29152107238772,30.845437049865733,25.161104202270508
mps-uncap,0.3,57.226436138153176,44.93719339370722,32.181928157806446
mps-uncap,0.4,88.44644308090214,52.88075208663953,41.54924154281619
