mode,load,0_efficientnet_b5-4,1_vgg13-32,2_vgg16-16
mps-uncap,0.8,122.46346473693848,24.199485778808594,25.1434326171875
mps-uncap,0.9,143.31750869750977,24.52106475830078,25.42715072631836
mps-uncap,1.0,150.7880687713623,24.89476203918457,25.762319564819336
mps-uncap,0.5,45.25156021118165,22.251510620117188,22.879505157470703
mps-uncap,0.6,75.54826736450197,22.98438549041748,23.752593994140625
mps-uncap,0.7,83.4144115447998,23.33664894104004,24.33633804321289
mps-uncap,0.1,22.785544395446777,15.037012100219727,10.07211208343506
mps-uncap,0.2,22.693872451782227,19.96161937713623,17.83723831176758
mps-uncap,0.3,30.687618255615238,21.338939666748047,20.28903961181641
mps-uncap,0.4,41.43085479736328,21.683526039123535,22.150039672851562
