mode,load,0_efficientnet_b5-4,1_vgg13-32,2_vgg16-16
mps-uncap,0.8,159.78074073791504,25.34198760986328,28.413057327270508
mps-uncap,0.9,157.10949897766113,25.519371032714844,29.088497161865234
mps-uncap,1.0,163.76280784606934,27.204513549804688,28.4121036529541
mps-uncap,0.5,128.92723083496094,24.45840835571289,26.37624740600586
mps-uncap,0.6,144.12498474121094,24.937868118286133,27.059316635131836
mps-uncap,0.7,145.00713348388672,24.724960327148438,28.205394744873047
mps-uncap,0.1,30.983686447143555,23.045063018798828,23.829221725463867
mps-uncap,0.2,47.83058166503906,22.71270751953125,24.10578727722168
mps-uncap,0.3,76.12371444702148,23.68021011352539,25.388717651367188
mps-uncap,0.4,94.92850303649902,23.482561111450195,25.85911750793457
