mode,load,0_efficientnet_b5-4,1_vgg13-32,2_vgg16-16
mps-uncap,0.8,9.04989242553711,14.62554931640625,9.282350540161133
mps-uncap,0.9,8.799314498901367,14.612436294555664,9.225606918334961
mps-uncap,1.0,8.867740631103516,14.594793319702148,9.289979934692383
mps-uncap,0.5,8.724689483642578,14.476537704467773,9.243249893188477
mps-uncap,0.6,9.001731872558594,14.517068862915039,9.200811386108398
mps-uncap,0.7,8.834600448608398,14.49728012084961,9.229183197021484
mps-uncap,0.1,10.118722915649414,14.489173889160156,9.229421615600586
mps-uncap,0.2,9.371042251586914,14.475345611572266,9.189128875732422
mps-uncap,0.3,8.912324905395508,14.459371566772461,9.182453155517578
mps-uncap,0.4,9.152889251708984,14.490604400634766,9.172201156616211
