mode,load,0_efficientnet_b5-4,1_vgg13-32,2_vgg16-16
mps-uncap,0.8,9.063482284545898,14.66822624206543,9.321212768554688
mps-uncap,0.9,9.06682014465332,14.669179916381836,9.238004684448242
mps-uncap,1.0,10.384321212768555,14.61648941040039,9.310245513916016
mps-uncap,0.5,9.5062255859375,14.531135559082031,9.265422821044922
mps-uncap,0.6,9.120941162109375,14.534235000610352,9.214401245117188
mps-uncap,0.7,9.022951126098633,14.539480209350586,9.256362915039062
mps-uncap,0.1,10.162115097045898,14.516592025756836,9.241580963134766
mps-uncap,0.2,9.398698806762695,14.539003372192383,9.207725524902344
mps-uncap,0.3,10.117292404174805,14.483451843261719,9.204864501953125
mps-uncap,0.4,9.16743278503418,14.519214630126953,9.204626083374023
