mode,load,0_efficientnet_b5-4,1_vgg13-32,2_vgg16-16
mps-uncap,0.8,0.0591278076171875,9.339451789855957,7.215261459350586
mps-uncap,0.9,0.061511993408203125,23.70607852935791,19.65498924255371
mps-uncap,1.0,841.364860534668,724.3235111236572,446.7751979827881
mps-uncap,0.5,0.05888938903808594,0.05507469177246094,0.05555152893066406
mps-uncap,0.6,0.0591278076171875,0.061511993408203125,0.05626678466796875
mps-uncap,0.7,0.05817413330078125,3.303050994873047,0.049591064453125
mps-uncap,0.1,0.0654458999633789,0.061511993408203125,0.0629425048828125
mps-uncap,0.2,0.05936622619628906,0.06127357482910156,0.0591278076171875
mps-uncap,0.3,0.059485435485839844,0.05507469177246094,0.056743621826171875
mps-uncap,0.4,0.059604644775390625,0.05817413330078125,0.055670738220214844
