mode,load,0_efficientnet_b5-4,1_vgg13-32,2_vgg16-16
mps-uncap,0.8,149.56068992614746,72.28348255157474,82.71684646606445
mps-uncap,0.9,275.2281427383423,152.1437644958496,169.61269378662112
mps-uncap,1.0,2723.878908157349,1290.8523082733154,1211.0388278961182
mps-uncap,0.5,48.582220077514656,35.96205711364749,29.577398300170906
mps-uncap,0.6,98.06199073791505,45.26197910308838,38.94381523132325
mps-uncap,0.7,102.53138542175297,55.024814605712905,41.296339035034194
mps-uncap,0.1,22.846126556396484,18.507862091064457,13.930392265319837
mps-uncap,0.2,26.021718978881836,21.999168395996094,19.171142578125004
mps-uncap,0.3,30.899477005004883,24.639487266540527,21.778607368469242
mps-uncap,0.4,41.65151119232178,30.064463615417488,23.401975631713867
