mode,load,0_squeezenet1_0-32,1_squeezenet1_0-32,2_squeezenet1_0-32,3_squeezenet1_0-32
mig,0.1,151.43968463151404,189.54597273248947,172.47866187320068,80.30807719796023
mig,0.2,348.2810298190298,354.0391028229218,347.88815789618866,168.89084737789827
mig,0.3,471.19887205842724,523.0054130288262,496.81199491539627,268.0129904933086
mig,0.4,682.7309361681786,670.3616706068959,692.2132913651982,344.71439957086454
mig,0.5,841.8628795162571,843.8422951383976,846.6420328532893,432.37230868571004
mig,0.6,997.1830739259783,1030.2195890546664,962.7340217411981,522.7881309617984
mig,0.7,1164.7782286167358,1188.7838603768848,1182.901926307035,637.4996974486303
mig,0.8,1391.1687827006397,1275.7868788720652,1331.0546644471185,678.4653785484251
mig,0.9,1458.4901278155212,1450.1338095082663,1427.8672277894902,760.7171020252813
mig,1.0,1452.5328075597859,1451.217387533158,1420.5685003703588,783.5936646788823
