mode,load,0_squeezenet1_0-32,1_squeezenet1_0-32,2_squeezenet1_0-32,3_squeezenet1_0-32
mig,0.1,26.588916778564453,26.444196701049805,26.578903198242188,45.667171478271484
mig,0.2,41.079044342041016,38.3150577545166,28.235912322998047,58.54487419128418
mig,0.3,27.848005294799805,34.06190872192383,39.495229721069336,46.48256301879883
mig,0.4,27.600765228271484,27.350187301635742,27.50539779663086,45.72248458862305
mig,0.5,27.09174156188965,27.260780334472656,27.173519134521484,45.757293701171875
mig,0.6,29.288768768310547,29.2508602142334,29.354333877563477,46.4472770690918
mig,0.7,27.965068817138672,30.42292594909668,30.16829490661621,47.73426055908203
mig,0.8,34.101009368896484,36.084651947021484,33.6146354675293,46.58007621765137
mig,0.9,28.847694396972656,28.342723846435547,29.35624122619629,46.195268630981445
mig,1.0,28.3663272857666,28.752565383911133,28.432846069335938,46.092987060546875
