mode,load,0_densenet161-4,1_densenet201-2,2_vgg13-2
mps-uncap,0.8,170.61707253259425,90.07388854893652,654.5862168800955
mps-uncap,0.9,178.2836479810576,92.8428656335883,726.2918813356922
mps-uncap,1.0,179.93949069931185,93.25447901275051,728.3186190389108
mps-uncap,0.5,108.69096097409617,54.747001974120046,423.5025289823539
mps-uncap,0.6,126.82199129339834,68.97506641964458,502.43452402842627
mps-uncap,0.7,142.91467022389475,76.55322507542888,577.6330389195718
mps-uncap,0.1,21.841652034426765,10.940799016853203,84.09417191049923
mps-uncap,0.2,40.41932697654298,20.674373388583714,169.16030141331677
mps-uncap,0.3,61.94875583393051,33.35772998180228,253.34382045851464
mps-uncap,0.4,85.91151442434045,43.13385345624591,340.17631277464915
