mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_small-8,3_vgg19-2
mps-uncap,1.0,0.0026226043701171875,0.000476837158203125,0.011920928955078125,0.0007152557373046875
