mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_small-8,3_vgg19-2
mps-uncap,1.0,2507.2852349134646,2507.2929752249966,843.4786093622686,269.9272291191068
