mode,load,0_mobilenet_v2-32,1_resnet18-32,2_squeezenet1_0-2,3_squeezenet1_1-16
mps-uncap,1.0,0.029325485229492188,0.00095367431640625,0.0035762786865234375,0.000476837158203125
