mode,load,0_densenet201-32,1_efficientnet_b5-4,2_mobilenet_v2-32,3_squeezenet1_1-4
mps-uncap,1.0,0.000476837158203125,0.0069141387939453125,0.000476837158203125,0.015974044799804688
