mode,load,0_alexnet-2,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_large-16
mps-uncap,1.0,697.5943039303352,2105.0479653075236,2105.0394185044283,1331.77279208664
