mode,load,0_alexnet-2,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_large-16
mps-uncap,1.0,0.0045299530029296875,0.01239776611328125,0.003814697265625,0.0054836273193359375
