mode,load,0_densenet121-8,1_mobilenet_v3_small-16,2_squeezenet1_0-4
mps-uncap,0.8,124.60956573486337,622.022819519043,48.91800880432129
mps-uncap,0.9,810.9682321548464,7924.315929412842,1689.4453525543213
mps-uncap,1.0,7428.053259849548,12016.068530082703,3611.5097045898438
mps-uncap,0.5,37.014126777648926,14.993500709533699,5.719447135925293
mps-uncap,0.6,46.28896713256836,21.323156356811555,7.297682762145996
mps-uncap,0.7,73.38221073150638,60.51945686340332,11.535167694091799
mps-uncap,0.1,29.117918014526367,16.020917892456055,6.340980529785156
mps-uncap,0.2,24.46408271789551,14.000606536865234,6.971621513366701
mps-uncap,0.3,25.407123565673835,11.39528751373291,5.539798736572267
mps-uncap,0.4,27.97207832336426,11.698579788208008,5.319666862487794
