mode,load,0_densenet121-8,1_mobilenet_v3_small-16,2_squeezenet1_0-4
mps-uncap,0.8,13.009300231933594,4.7775983810424805,3.7202930450439453
mps-uncap,0.9,12.763590812683105,5.263223648071288,3.801045417785643
mps-uncap,1.0,12.970972061157227,5.115792751312257,3.5806202888488743
mps-uncap,0.5,13.998317718505861,6.836538314819333,4.166755676269531
mps-uncap,0.6,13.479795455932617,6.82672023773193,4.004437923431395
mps-uncap,0.7,13.255698680877684,6.559209823608398,3.9172458648681636
mps-uncap,0.1,29.230241775512695,10.3670597076416,4.516708850860595
mps-uncap,0.2,23.065929412841797,9.863739013671875,4.45218324661255
mps-uncap,0.3,20.87003707885741,8.35312366485596,3.974437713623047
mps-uncap,0.4,15.004382133483894,7.144918441772461,4.245777130126945
