mode,load,0_densenet121-8,1_mobilenet_v3_small-16,2_squeezenet1_0-4
mps-uncap,0.8,11.940240859985352,4.153251647949219,2.1233558654785156
mps-uncap,0.9,11.998414993286133,4.3048858642578125,2.045869827270508
mps-uncap,1.0,12.099981307983398,4.240632057189941,1.9803047180175781
mps-uncap,0.5,12.396931648254395,4.193305969238281,1.9288063049316406
mps-uncap,0.6,12.057781219482422,4.20689582824707,1.9207000732421875
mps-uncap,0.7,12.151002883911133,4.263401031494141,1.9445419311523438
mps-uncap,0.1,21.672964096069336,9.408950805664062,3.963947296142578
mps-uncap,0.2,13.92674446105957,6.967306137084961,3.693103790283203
mps-uncap,0.3,12.741565704345703,4.596710205078125,2.3856163024902344
mps-uncap,0.4,12.391805648803711,4.232883453369141,2.079010009765625
