mode,load,0_densenet121-8,1_mobilenet_v3_small-16,2_squeezenet1_0-4
mps-uncap,0.8,11.789560317993164,4.06646728515625,1.748800277709961
mps-uncap,0.9,11.939287185668945,4.324674606323242,1.7883777618408203
mps-uncap,1.0,12.159347534179688,4.351139068603516,1.7852783203125
mps-uncap,0.5,12.156009674072266,4.074811935424805,1.7266273498535156
mps-uncap,0.6,11.869430541992188,4.094123840332031,1.7178058624267578
mps-uncap,0.7,12.011528015136719,4.164218902587891,1.7290115356445312
mps-uncap,0.1,12.151479721069336,4.147768020629883,1.9099712371826172
mps-uncap,0.2,11.993408203125,4.090309143066406,1.764535903930664
mps-uncap,0.3,11.889934539794922,4.036426544189453,1.7397403717041016
mps-uncap,0.4,11.988401412963867,4.0683746337890625,1.7437934875488281
