mode,load,0_densenet121-8,1_mobilenet_v3_small-16,2_squeezenet1_0-4
mps-uncap,0.8,187.57628202438346,710.9869337081909,106.19513511657716
mps-uncap,0.9,901.3542103767395,8711.756691932678,1745.3683757781982
mps-uncap,1.0,8166.7726159095755,13235.901541709902,3940.9208631515503
mps-uncap,0.5,61.57026290893562,28.938813209533684,9.82900619506836
mps-uncap,0.6,81.61635398864746,41.107158660888565,12.835245132446286
mps-uncap,0.7,115.31811475753776,92.14781761169432,19.223899841308572
mps-uncap,0.1,46.00940704345704,24.748983383178707,9.418976306915281
mps-uncap,0.2,41.46070480346683,22.502651214599588,11.34225130081177
mps-uncap,0.3,40.53634643554687,19.274675846099868,9.621019363403313
mps-uncap,0.4,45.460357666015724,21.25348091125488,9.064104557037338
