mode,load,0_densenet121-8,1_mobilenet_v3_small-16,2_squeezenet1_0-4
mps-uncap,0.8,11.692523956298828,4.017353057861328,1.7156600952148438
mps-uncap,0.9,11.807918548583984,4.099130630493164,1.722097396850586
mps-uncap,1.0,11.870861053466797,4.031896591186523,1.733541488647461
mps-uncap,0.5,12.1002197265625,4.045724868774414,1.7075538635253906
mps-uncap,0.6,11.823654174804688,4.048824310302734,1.7011165618896484
mps-uncap,0.7,11.898994445800781,4.116535186767578,1.699686050415039
mps-uncap,0.1,11.94453239440918,4.082441329956055,1.8982887268066406
mps-uncap,0.2,11.919736862182617,4.060983657836914,1.7371177673339844
mps-uncap,0.3,11.81936264038086,4.019260406494141,1.714944839477539
mps-uncap,0.4,11.937856674194336,4.048347473144531,1.720428466796875
