mode,load,0_mobilenet_v2-16,1_resnet34-16,2_resnet50-4
mps-uncap,0.8,6.403684616088867,9.064674377441406,8.768320083618164
mps-uncap,0.9,7.273674011230469,9.52005386352539,9.302377700805664
mps-uncap,1.0,6.890773773193359,10.052919387817383,8.806705474853516
mps-uncap,0.5,7.046937942504883,8.825302124023438,8.809804916381836
mps-uncap,0.6,6.536006927490234,8.741617202758789,8.60905647277832
mps-uncap,0.7,6.482839584350586,8.944511413574219,8.605003356933594
mps-uncap,0.1,7.6236724853515625,7.927179336547852,8.63194465637207
mps-uncap,0.2,9.728670120239258,8.324146270751953,8.302927017211914
mps-uncap,0.3,9.472131729125977,8.019447326660156,11.020421981811523
mps-uncap,0.4,7.191181182861328,8.06283950805664,8.819818496704102
