mode,load,0_mobilenet_v2-16,1_resnet34-16,2_resnet50-4
mps-uncap,0.8,5.947842597961426,8.671317100524902,7.957935333251951
mps-uncap,0.9,6.0737943649292,8.34965705871582,8.557538986206055
mps-uncap,1.0,6.124258041381836,8.943796157836914,8.277225494384767
mps-uncap,0.5,6.48042440414429,8.224964141845703,8.14566135406494
mps-uncap,0.6,5.892810821533202,8.342552185058594,7.8780293464660645
mps-uncap,0.7,5.89299201965332,8.498785495758057,7.810404300689697
mps-uncap,0.1,6.822111606597901,6.355547904968262,7.987642288208006
mps-uncap,0.2,7.092225551605179,6.748614311218261,7.592878341674803
mps-uncap,0.3,7.323508262634268,6.91709518432617,8.483557701110838
mps-uncap,0.4,6.506986618041992,7.381267547607424,8.288955688476562
