mode,load,0_mobilenet_v2-16,1_resnet34-16,2_resnet50-4
mps-uncap,0.8,12.298107147216797,15.78981876373292,10.85805892944336
mps-uncap,0.9,26.42364501953127,28.709888458251953,23.050642013549798
mps-uncap,1.0,133.620023727417,552.1517753601074,62.38069534301759
mps-uncap,0.5,6.290578842163094,4.981899261474611,6.71992301940918
mps-uncap,0.6,6.807518005371094,6.656169891357422,7.274150848388672
mps-uncap,0.7,8.353829383850098,9.77377891540528,8.292412757873535
mps-uncap,0.1,0.07929801940918005,0.06771087646484375,0.067138671875
mps-uncap,0.2,3.5831451416015665,0.8227825164794942,1.7623424530029328
mps-uncap,0.3,4.892301559448243,2.9048442840576176,5.0737380981445375
mps-uncap,0.4,5.374240875244141,4.19106483459473,6.08062744140625
