mode,load,0_mobilenet_v2-16,1_resnet34-16,2_resnet50-4
mps-uncap,0.8,5.663943290710449,7.972240447998047,7.093906402587891
mps-uncap,0.9,5.8283329010009775,7.820606231689453,7.902002334594727
mps-uncap,1.0,5.94782829284668,8.65180492401123,7.747411727905274
mps-uncap,0.5,5.84404468536377,6.825590133666993,7.452535629272461
mps-uncap,0.6,5.5446624755859375,7.197856903076172,7.253289222717285
mps-uncap,0.7,5.546689033508301,7.518339157104492,6.992149353027344
mps-uncap,0.1,6.32932186126709,5.692005157470703,7.607316970825195
mps-uncap,0.2,6.489372253417969,5.554509162902832,6.9033145904541025
mps-uncap,0.3,6.4327239990234375,5.791091918945314,7.294440269470216
mps-uncap,0.4,6.149148941040039,6.340837478637698,7.446527481079102
