mode,load,0_mobilenet_v2-16,1_resnet34-16,2_resnet50-4
mps-uncap,0.8,3.034830093383789,3.5920143127441406,2.7544498443603516
mps-uncap,0.9,3.033876419067383,3.5686492919921875,2.7997493743896484
mps-uncap,1.0,3.042459487915039,3.559589385986328,2.7337074279785156
mps-uncap,0.5,3.0367374420166016,3.5979747772216797,2.7992725372314453
mps-uncap,0.6,3.0350685119628906,3.595113754272461,2.7511119842529297
mps-uncap,0.7,3.029346466064453,3.5905838012695312,2.726316452026367
mps-uncap,0.1,3.057718276977539,3.607511520385742,2.811908721923828
mps-uncap,0.2,3.0384063720703125,3.5805702209472656,2.742767333984375
mps-uncap,0.3,3.052949905395508,3.5805702209472656,2.7985572814941406
mps-uncap,0.4,3.0558109283447266,3.6029815673828125,2.768993377685547
