mode,load,0_mobilenet_v2-16,1_resnet34-16,2_resnet50-4
mps-uncap,0.8,54.70609664916992,82.94200897216797,46.78750038146973
mps-uncap,0.9,107.27429389953613,87.74876594543457,132.00664520263672
mps-uncap,1.0,243.73459815979004,838.6523723602295,145.83110809326172
mps-uncap,0.5,27.461767196655273,27.684926986694336,31.41331672668457
mps-uncap,0.6,33.338069915771484,31.911849975585938,41.86248779296875
mps-uncap,0.7,40.97175598144531,81.61664009094238,34.18588638305664
mps-uncap,0.1,14.795064926147461,11.911869049072266,14.628171920776367
mps-uncap,0.2,32.5009822845459,17.401456832885742,16.838788986206055
mps-uncap,0.3,25.723695755004883,17.127037048339844,25.243759155273438
mps-uncap,0.4,23.67115020751953,25.905847549438477,29.863357543945312
